"Name","Rating","Tags","Difficulty.f"
"Information Systems Auditing, Controls and Assurance","None","['Information Technology', 'Security']","Beginner Level"
"C++程序设计","4.8","['Computer Science', 'Software Development']","None"
"Image Understanding with TensorFlow on GCP","4.6","['Data Science', 'Machine Learning']","Advanced Level"
"Fixing Healthcare Delivery","4.7","['Health', 'Healthcare Management']","None"
"Digital Analytics for Marketing Professionals: Marketing Analytics in Practice","4.5","['Business', 'Marketing']","None"
"Социология медиа","None","['Social Sciences', 'Governance and Society']","Beginner Level"
"Marketing Strategy for Entrepreneurs","4.3","['Business', 'Marketing']","Intermediate Level"
"Mediation and Conflict Resolution","4.6","['Business', 'Leadership and Management']","Intermediate Level"
"How to Get Skilled: Introduction to Individual Skills Management (Project-Centered Course)","4.8","['Personal Development', 'Personal Development']","Intermediate Level"
"Mandarin Chinese 1: Chinese for Beginners","4.7","['Language Learning', 'Other Languages']","Beginner Level"
"Finance for Non-Financial Professionals","4.5","['Business', 'Finance']","None"
"Security Operations and Administration","4.7","['Information Technology', 'Security']","Beginner Level"
"Investigación de mercados y comportamiento del consumidor","4.3","['Business', 'Marketing']","Beginner Level"
"Research kitchen","4.6","['Business', 'Business Strategy']","Beginner Level"
"Комплекс маркетинга: 5Р","4.8","['Business', 'Marketing']","Beginner Level"
"Graph Analytics for Big Data","4.3","['Data Science', 'Data Analysis']","None"
"Child Nutrition and Cooking","4.7","['Health', 'Nutrition']","Beginner Level"
"Free Speech on Campus Teach-Out","None","['Social Sciences', 'Governance and Society']","Beginner Level"
"Введение в паразитологию","4.7","['Health', 'Basic Science']","Intermediate Level"
"Corporate Finance I: Measuring and Promoting Value Creation","4.8","['Business', 'Finance']","None"
"Translation quality management","None","['Business', 'Leadership and Management']","Beginner Level"
"Управление людьми и командами","3.9","['Health', 'Psychology']","Beginner Level"
"NPC Programming","4.1","['Computer Science', 'Design and Product']","Advanced Level"
"Бизнес на свои","4.9","['Business', 'Business Essentials']","Beginner Level"
"Simulation and modeling of natural processes","4.1","['Physical Science and Engineering', 'Research Methods']","None"
"Линейные модели с дискретными предикторами","None","['Data Science', 'Probability and Statistics']","Intermediate Level"
"Marketing Mix Fundamentals","4.5","['Business', 'Marketing']","Beginner Level"
"Antibiotic Stewardship","4.6","['Health', 'Public Health']","Advanced Level"
"Cybersecurity Capstone Project","4.1","['Computer Science', 'Computer Security and Networks']","Intermediate Level"
"3D Models for Virtual Reality","4.6","['Computer Science', 'Design and Product']","Intermediate Level"
"Agriculture, Economics and Nature","4.7","['Social Sciences', 'Economics']","Beginner Level"
"Fashion-иллюстрация: технический рисунок","None","['Arts and Humanities', 'Music and Art']","Beginner Level"
"Advanced Search Engine Optimization Strategies","4.5","['Business', 'Marketing']","Intermediate Level"
"Introduction to Embedded Systems Software and Development Environments","4.6","['Physical Science and Engineering', 'Electrical Engineering']","Intermediate Level"
"¿Cómo construir mi modelo de negocio?","4.8","['Business', 'Entrepreneurship']","Beginner Level"
"Equilibrio, ¿por qué se caen las cosas?","4.7","['Physical Science and Engineering', 'Mechanical Engineering']","Beginner Level"
"Chicken Behaviour and Welfare","4.7","['Health', 'Animal Health']","None"
"Supervision du raisonnement clinique","4.6","['Health', 'Healthcare Management']","Beginner Level"
"¡A Programar! Una introducción a la programación","4.8","['Computer Science', 'Software Development']","Beginner Level"
"Fundamental Neuroscience for Neuroimaging","4.6","['Health', 'Basic Science']","Beginner Level"
"Exploring and Producing Data for Business Decision Making","4.8","['Business', 'Business Essentials']","Beginner Level"
"Advanced Writing","4.7","['Language Learning', 'Learning English']","None"
"Project: Data Analysis in R with dplyr","4.8","['Data Science', 'Data Analysis']","Beginner Level"
"Oil & Gas Industry Operations and Markets","4.8","['Physical Science and Engineering', 'Environmental Science and Sustainability']","None"
"Six Sigma Advanced Improve and Control Phases","4.7","['Business', 'Leadership and Management']","Intermediate Level"
"Explorando la Energía Sustentable","4.8","['Physical Science and Engineering', 'Environmental Science and Sustainability']","Beginner Level"
"Managing the Organization: From Organizational Design to Execution","4.6","['Business', 'Leadership and Management']","None"
"Аддитивные технологии (3D-печать). Вводный курс","4.8","['Physical Science and Engineering', 'Mechanical Engineering']","Beginner Level"
"Mécanique du point matériel","4.8","['Physical Science and Engineering', 'Physics and Astronomy']","None"
"Print and Digital Elements of Design: Branding and User Experience","4.7","['Arts and Humanities', 'History']","Beginner Level"
"Marketing analytics: Know your customers","4.2","['Business', 'Marketing']","Beginner Level"
"Environmental Management & Ethics","4.6","['Physical Science and Engineering', 'Environmental Science and Sustainability']","None"
"Capstone: Retrieving, Processing, and Visualizing Data with Python","4.6","['Data Science', 'Data Analysis']","None"
"Antisemitism: From Its Origins to the Present","None","['Arts and Humanities', 'History']","Beginner Level"
"Art of the MOOC:  Experiments with Sound","4.7","['Arts and Humanities', 'History']","Beginner Level"
"Modern Robotics, Course 4:  Robot Motion Planning and Control","4.8","['Physical Science and Engineering', 'Mechanical Engineering']","Intermediate Level"
"Introduction to Algae","4.7","['Health', 'Basic Science']","Intermediate Level"
"Зарисовки о Сибири. Город Томск: курс русского языка для иностранцев","4.9","['Language Learning', 'Other Languages']","None"
"Python Data Structures","4.9","['Computer Science', 'Software Development']","None"
"Federalism & Decentralization: Evaluating Africa's Track Record","4.6","['Social Sciences', 'Governance and Society']","None"
"Как найти свою первую работу? Практический курс для студентов вузов","4.7","['Personal Development', 'Personal Development']","Beginner Level"
"Cybersecurity and Mobility","4.4","['Computer Science', 'Computer Security and Networks']","Beginner Level"
"Plant Bioinformatics","4.8","['Health', 'Health Informatics']","Intermediate Level"
"Bioinformatics: Introduction and Methods 生物信息学: 导论与方法","4.7","['Health', 'Health Informatics']","None"
"¿Cómo convertir mi idea en empresa?","4.7","['Business', 'Entrepreneurship']","Beginner Level"
"The Worldview of Thomas Berry:  The Flourishing of the Earth Community","4.7","['Arts and Humanities', 'History']","None"
"Cybersecurity Policy for Water and Electricity Infrastructures","4.7","['Social Sciences', 'Governance and Society']","Beginner Level"
"Sistemas Digitales: De las puertas lógicas al procesador","4.8","['Physical Science and Engineering', 'Electrical Engineering']","None"
"Positive Psychology Specialization Project: Design Your Life for Well-being","4.7","['Health', 'Psychology']","None"
"Strategic Management","4.7","['Business', 'Business Strategy']","None"
"Preparing for the Google Cloud Professional Data Engineer Exam en Español","None","['Information Technology', 'Cloud Computing']","Advanced Level"
"Positive Psychology","4.7","['Health', 'Psychology']","None"
"Основы бухгалтерского учета и аудита","4.3","['Business', 'Business Essentials']","None"
"Politics and Economics of International Energy","4.7","['Social Sciences', 'Economics']","Beginner Level"
"Introduction to Data Analysis Using Excel","4.7","['Data Science', 'Data Analysis']","None"
"Shortest Paths Revisited, NP-Complete Problems and What To Do About Them","4.8","['Computer Science', 'Algorithms']","Intermediate Level"
"Usable Security","4.5","['Computer Science', 'Computer Security and Networks']","None"
"Intellectual Humility: Theory","4.5","['Arts and Humanities', 'Philosophy']","Beginner Level"
"Developing a Systems Mindset","None","['Business', 'Leadership and Management']","Beginner Level"
"Reliable Cloud Infrastructure: Design and Process 日本語版","4.6","['Information Technology', 'Cloud Computing']","Intermediate Level"
"Fundamentals of Immunology: T Cells and Signaling","4.8","['Health', 'Basic Science']","Intermediate Level"
"Art & Ideas: Teaching with Themes","4.8","['Arts and Humanities', 'Music and Art']","None"
"Re-imaging God in Korean Context","4.6","['Arts and Humanities', 'Philosophy']","Beginner Level"
"Statistical Inference","4.2","['Data Science', 'Probability and Statistics']","None"
"Emprender la emprendeduría","4.3","['Business', 'Entrepreneurship']","Beginner Level"
"Global Warming I: The Science and Modeling of Climate Change","4.6","['Physical Science and Engineering', 'Environmental Science and Sustainability']","None"
"Введение в параллельное программирование с использованием OpenMP и MPI","4.6","['Computer Science', 'Software Development']","None"
"Excel Skills for Business: Intermediate I","4.9","['Business', 'Business Essentials']","Intermediate Level"
"The Science of the Solar System","4.9","['Physical Science and Engineering', 'Physics and Astronomy']","None"
"An Introduction to Interactive Programming in Python (Part 1)","4.8","['Computer Science', 'Software Development']","None"
"Circadian clocks: how rhythms structure life","4.8","['Health', 'Basic Science']","None"
"Personal Leadership Development Planning and Leading High Performing Teams","4.5","['Business', 'Leadership and Management']","Beginner Level"
"Mathematical Game Theory","None","['Math and Logic', 'Math and Logic']","None"
"Videojuegos: ¿de qué hablamos?","4.3","['Computer Science', 'Design and Product']","None"
"Robotics: Aerial Robotics","4.5","['Physical Science and Engineering', 'Mechanical Engineering']","None"
